-58.55742805,0
-58.54690537,0
-57.04216296,0.000102657
-57.03164029,0.000116436
-57.02111761,0.0001317
-57.01059494,0.000148553
-57.00007227,0.000167099
-56.98954959,0.000187441
-56.97902692,0.000209679
-56.96850424,0.000233906
-56.95798157,0.000260211
-56.9474589,0.000288675
-56.93693622,0.000319366
-56.92641355,0.000352344
-56.91589087,0.000387653
-56.9053682,0.000425321
-56.89484552,0.000465359
-56.88432285,0.000507759
-56.87380018,0.00055249
-56.8632775,0.0005995
-56.85275483,0.000648712
-56.84223215,0.000700023
-56.83170948,0.000753305
-56.8211868,0.000808401
-56.81066413,0.000865129
-56.80014146,0.000923278
-56.78961878,0.000982612
-56.77909611,0.001042868
-56.76857343,0.001103759
-56.75805076,0.001164977
-56.74752809,0.00122619
-56.73700541,0.001287053
-56.72648274,0.001347202
-56.71596006,0.001406264
-56.70543739,0.001463857
-56.69491471,0.001519597
-56.68439204,0.001573098
-56.67386937,0.001623982
-56.66334669,0.001671877
-56.65282402,0.001716426
-56.64230134,0.001757291
-56.63177867,0.001794156
-56.621256,0.001826731
-56.61073332,0.001854756
-56.60021065,0.001878004
-56.58968797,0.001896288
-56.5791653,0.001909457
-56.56864262,0.001917402
-56.55811995,0.001920057
-56.54759728,0.001920057
-56.5370746,0.001917402
-56.52655193,0.001909457
-56.51602925,0.001896288
-56.50550658,0.001878004
-56.4949839,0.001854756
-56.48446123,0.001826731
-56.47393856,0.001794156
-56.46341588,0.001757291
-56.45289321,0.001716426
-56.44237053,0.001671877
-56.43184786,0.001623982
-56.42132519,0.001573098
-56.41080251,0.001519597
-56.40027984,0.001463857
-56.38975716,0.001406264
-56.37923449,0.001347202
-56.36871181,0.001287053
-56.35818914,0.00122619
-56.34766647,0.001164977
-56.33714379,0.001103759
-56.32662112,0.001042868
-56.31609844,0.000982612
-56.30557577,0.000923278
-56.29505309,0.000865129
-56.28453042,0.000808401
-56.27400775,0.000753305
-56.26348507,0.000700023
-56.2529624,0.000648712
-56.24243972,0.0005995
-56.23191705,0.00055249
-56.22139438,0.000507759
-56.2108717,0.000465359
-56.20034903,0.000425321
-56.18982635,0.000387653
-56.17930368,0.000352344
-56.168781,0.000319366
-56.15825833,0.000288675
-56.14773566,0.000260211
-56.13721298,0.000233906
-56.12669031,0.000209679
-56.11616763,0.000187441
-56.10564496,0.000167099
-56.09512229,0.000148553
-56.08459961,0.0001317
-56.07407694,0.000116436
-56.06355426,0.000102657
-56.05303159,9.03E-05
-33.33457799,0.000111844
-33.32405532,0.000128502
-33.31353264,0.000147235
-33.30300997,0.000168235
-33.2924873,0.000191704
-33.28196462,0.000217846
-33.27144195,0.000246875
-33.26091927,0.000279003
-33.2503966,0.000314447
-33.23987393,0.00035342
-33.22935125,0.000396134
-33.21882858,0.000442791
-33.2083059,0.000493585
-33.19778323,0.000548696
-33.18726055,0.000608285
-33.17673788,0.000672495
-33.16621521,0.000741442
-33.15569253,0.000815214
-33.14516986,0.000893865
-33.13464718,0.000977415
