,0,1,2,3,4,5,6
445,2021-05-01 17:31:31,青海,海北州,3,0,3,0
446,2021-05-01 17:31:31,青海,西宁,15,0,15,0
447,2021-05-01 17:31:31,新疆,喀什,80,0,80,0
448,2021-05-01 17:31:31,新疆,乌鲁木齐,845,0,845,0
449,2021-05-01 17:31:31,新疆,地区待确认,1,0,1,0
450,2021-05-01 17:31:31,新疆,昌吉州,5,0,5,0
451,2021-05-01 17:31:31,新疆,兵团第九师,4,0,3,1
452,2021-05-01 17:31:31,新疆,吐鲁番,3,0,3,0
453,2021-05-01 17:31:31,新疆,第八师石河子,4,0,3,1
454,2021-05-01 17:31:31,新疆,兵团第四师,10,0,9,1
455,2021-05-01 17:31:31,新疆,伊犁州,18,0,18,0
456,2021-05-01 17:31:31,新疆,六师五家渠,2,0,2,0
457,2021-05-01 17:31:31,新疆,兵团第十二师,3,0,3,0
458,2021-05-01 17:31:31,新疆,巴州,3,0,3,0
459,2021-05-01 17:31:31,新疆,第七师,1,0,1,0
460,2021-05-01 17:31:31,新疆,阿克苏,1,0,1,0
461,2021-05-01 17:31:31,澳门,地区待确认,49,0,49,0
